ticker,model,is_baseline,n,accuracy,ci_lower,ci_upper,p_vs_0.5,precision_up,recall_up,pred_up_rate,actual_up_rate,reference_rate,p_vs_reference
NVDA,Ridge / Logistic,False,819,0.503052503052503,0.46887557046927963,0.53720093424059,0.8888517179048012,0.5306513409961686,0.6309794988610479,0.6373626373626373,0.536019536019536,0.5432750879912336,0.022561302925888628
NVDA,Random Forest,False,819,0.5201465201465202,0.4859167642295592,0.5541881668555808,0.2634820924906513,0.5395189003436426,0.715261958997722,0.7106227106227107,0.536019536019536,0.5432750879912336,0.1943406001721244
NVDA,XGBoost,False,819,0.4993894993894994,0.4652290593047489,0.5335556397532771,1.0,0.5279383429672447,0.6241457858769932,0.6336996336996337,0.536019536019536,0.5432750879912336,0.01271848621374301
NVDA,Baseline: always up,True,819,0.536019536019536,0.5017764100471283,0.5699263455293342,0.04262911033222085,0.536019536019536,1.0,1.0,0.536019536019536,0.5432750879912336,0.699654893434333
