threshold,gross_return,net_return,sharpe,max_drawdown,n_trades,days_in_market,eligible
0.0,1.6655103619504907,1.5904840158380003,2.3997131188096557,-0.19698129150911303,38,0.7791164658634538,True
0.0005,0.9773865460965026,0.9189273078590534,1.749488875467042,-0.1969812915091126,40,0.7188755020080321,True
0.001,1.0660983738916814,0.9962677412288592,1.877178190630636,-0.209603887745341,46,0.6746987951807228,True
0.002,0.4219474380287931,0.3534055412437649,1.2963472528586333,-0.1802003494230785,66,0.46987951807228917,True
0.005,0.01956986812328454,0.018055753222192106,0.9649943070649922,-0.0007499999999999174,2,0.004016064257028112,False
