threshold,gross_return,net_return,sharpe,max_drawdown,n_trades,days_in_market,eligible
0.0,0.7730003775224685,0.6950749723390313,1.8021945048550048,-0.2640046894682051,60,0.692,True
0.0005,0.7743794716537036,0.6788161706993112,1.8317530052943634,-0.24504188071576716,74,0.636,True
0.001,0.6017000579237755,0.5155437997455896,1.600896093362431,-0.20984606249874493,74,0.56,True
0.002,0.14953595265889996,0.08594485459220547,0.4586510632174982,-0.2187035515377731,76,0.42,True
0.005,0.08944821392540714,0.06366872305478921,0.6238949644934331,-0.07562442434319427,32,0.068,False
