ticker,model,is_baseline,n,accuracy,ci_lower,ci_upper,p_vs_0.5,precision_up,recall_up,pred_up_rate,actual_up_rate,reference_rate,mcnemar_b,mcnemar_c,mcnemar_n_discordant,p_vs_reference
NVDA,Ridge / Logistic,False,819,0.5018315018315018,0.4676598639670294,0.5359860388588923,0.9442903122669195,0.5296367112810707,0.6309794988610479,0.6385836385836385,0.536019536019536,0.536019536019536,134.0,162.0,296.0,0.11641751060220017
NVDA,Random Forest,False,819,0.5213675213675214,0.48713551535340616,0.5554000176156818,0.23479175484126463,0.540447504302926,0.715261958997722,0.7094017094017094,0.536019536019536,0.536019536019536,113.0,125.0,238.0,0.47590773690438803
NVDA,XGBoost,False,819,0.5006105006105006,0.46644436024672287,0.5347709406952511,1.0,0.528957528957529,0.6241457858769932,0.6324786324786325,0.536019536019536,0.536019536019536,136.0,165.0,301.0,0.10639501883350885
NVDA,Baseline: always up,True,819,0.536019536019536,0.5017764100471283,0.5699263455293342,0.04262911033222085,0.536019536019536,1.0,1.0,0.536019536019536,0.536019536019536,,,,
