Date,Open,High,Low,Close,Volume
2015-01-02,0.482423,0.486018,0.474754,0.482423,113680000
2015-01-05,0.482423,0.483861,0.472118,0.474275,197952000
2015-01-06,0.474994,0.475473,0.459416,0.459896,197764000
2015-01-07,0.463251,0.467325,0.457259,0.458697,321808000
2015-01-08,0.463970,0.478828,0.463730,0.475952,283780000
2015-01-09,0.477630,0.481464,0.471159,0.477869,209540000
2015-01-12,0.479068,0.479308,0.467564,0.471878,190732000
2015-01-13,0.475473,0.485059,0.467804,0.471159,236720000
2015-01-14,0.466127,0.474514,0.464928,0.473077,155260000
2015-01-15,0.476432,0.479307,0.469482,0.469721,188932000
2015-01-16,0.469002,0.478828,0.467564,0.478349,181512000
2015-01-20,0.481704,0.484340,0.473795,0.479787,140308000
2015-01-21,0.477150,0.487695,0.473795,0.486497,144780000
2015-01-22,0.487456,0.496323,0.482423,0.494885,159712000
2015-01-23,0.495364,0.497282,0.491290,0.496323,120416000
2015-01-26,0.494166,0.496562,0.491050,0.494166,133240000
2015-01-27,0.486497,0.486976,0.469482,0.470440,357948000
2015-01-28,0.476192,0.478109,0.462532,0.462772,272728000
2015-01-29,0.463011,0.476671,0.460854,0.474035,235340000
2015-01-30,0.470680,0.476192,0.459416,0.460135,298200000
2015-02-02,0.463011,0.472118,0.453904,0.470201,259604000
2015-02-03,0.473556,0.482423,0.471159,0.481944,183468000
2015-02-04,0.480506,0.488654,0.479068,0.483142,181516000
2015-02-05,0.483621,0.491290,0.483142,0.491050,140448000
2015-02-06,0.490571,0.496323,0.486737,0.488894,210524000
2015-02-09,0.486018,0.489852,0.482902,0.488414,273944000
2015-02-10,0.488894,0.502314,0.486737,0.502075,226204000
2015-02-11,0.503273,0.503273,0.495364,0.498720,320832000
2015-02-12,0.527238,0.539221,0.524123,0.534428,676904000
2015-02-13,0.533229,0.535386,0.525081,0.534667,310084000
2015-02-17,0.533709,0.538981,0.530354,0.536345,203340000
2015-02-18,0.535626,0.536585,0.529156,0.530114,170948000
2015-02-19,0.536824,0.537783,0.529155,0.531552,169432000
2015-02-20,0.531073,0.535626,0.527238,0.535386,157752000
2015-02-23,0.535147,0.535147,0.528437,0.531073,125008000
2015-02-24,0.533118,0.536726,0.528306,0.536726,149356000
2015-02-25,0.534561,0.536967,0.530231,0.532637,123820000
2015-02-26,0.533117,0.537207,0.529749,0.534080,152864000
2015-02-27,0.532637,0.533839,0.528787,0.530712,157492000
2015-03-02,0.529268,0.546590,0.528547,0.543703,301512000
2015-03-03,0.539613,0.542260,0.531915,0.533599,160344000
2015-03-04,0.531674,0.540816,0.529509,0.539613,226840000
2015-03-05,0.539613,0.550920,0.538170,0.549958,323056000
2015-03-06,0.546831,0.549477,0.542019,0.542500,257392000
2015-03-09,0.542741,0.548033,0.541538,0.543944,222388000
2015-03-10,0.546349,0.556935,0.545387,0.553326,527212000
2015-03-11,0.553326,0.560543,0.548996,0.550439,262120000
2015-03-12,0.545146,0.549236,0.535042,0.545387,406972000
2015-03-13,0.542740,0.547552,0.535283,0.546109,359288000
2015-03-16,0.550439,0.555973,0.546831,0.552604,236956000
2015-03-17,0.551401,0.559581,0.547552,0.559340,299900000
2015-03-18,0.559340,0.562227,0.545146,0.550199,413844000
2015-03-19,0.552123,0.560543,0.548033,0.558619,310756000
2015-03-20,0.563190,0.568001,0.557897,0.564633,462084000
2015-03-23,0.547793,0.555010,0.546109,0.546349,426012000
2015-03-24,0.544665,0.548514,0.536486,0.538891,330480000
2015-03-25,0.538651,0.538651,0.504489,0.506173,542552000
2015-03-26,0.495828,0.506654,0.492220,0.504489,311920000
2015-03-27,0.507376,0.516277,0.499196,0.514353,318288000
2015-03-30,0.516758,0.519164,0.510022,0.516518,253252000
2015-03-31,0.515074,0.515556,0.503046,0.503527,357276000
2015-04-01,0.505451,0.507135,0.496791,0.505451,330768000
2015-04-02,0.508338,0.509782,0.502324,0.506654,192204000
2015-04-06,0.504489,0.523013,0.499196,0.521329,515864000
2015-04-07,0.521329,0.531674,0.518442,0.525900,413964000
2015-04-08,0.526381,0.531674,0.521329,0.529749,366432000
2015-04-09,0.525660,0.543703,0.525419,0.542019,379432000
2015-04-10,0.542500,0.547793,0.540575,0.547552,258728000
2015-04-13,0.546350,0.549477,0.540095,0.542500,236724000
2015-04-14,0.540335,0.542500,0.532637,0.537929,220276000
2015-04-15,0.539373,0.548515,0.536726,0.544425,243560000
2015-04-16,0.541297,0.545868,0.537208,0.541057,155284000
2015-04-17,0.529749,0.539372,0.529509,0.534080,293636000
2015-04-20,0.536486,0.539854,0.530471,0.531434,231624000
2015-04-21,0.537929,0.537929,0.528066,0.530712,230456000
2015-04-22,0.533839,0.537448,0.525660,0.536726,207420000
2015-04-23,0.526863,0.539613,0.520848,0.534561,259380000
2015-04-24,0.534320,0.534561,0.523976,0.529990,240960000
2015-04-27,0.531674,0.543462,0.527103,0.534080,248456000
2015-04-28,0.533118,0.538651,0.528065,0.536726,234484000
2015-04-29,0.532877,0.538170,0.530471,0.532637,195156000
2015-04-30,0.529990,0.536726,0.528787,0.534080,218844000
2015-05-01,0.538411,0.548996,0.536005,0.547312,256968000
2015-05-04,0.546831,0.550439,0.542260,0.543944,200720000
2015-05-05,0.542019,0.542741,0.527584,0.529990,292928000
2015-05-06,0.532877,0.537929,0.524697,0.531674,316484000
2015-05-07,0.529509,0.542741,0.527825,0.541057,534564000
2015-05-08,0.505451,0.525419,0.492941,0.501121,1146552000
2015-05-11,0.494144,0.501362,0.490295,0.496310,544144000
2015-05-12,0.492701,0.505211,0.492460,0.501121,388800000
2015-05-13,0.504730,0.508579,0.499196,0.504008,308524000
2015-05-14,0.505451,0.514834,0.504248,0.512187,293052000
2015-05-15,0.514353,0.516758,0.509301,0.512428,215824000
2015-05-18,0.511225,0.514834,0.508819,0.511706,324972000
2015-05-19,0.512383,0.514075,0.507549,0.508516,253808000
2015-05-20,0.508758,0.514800,0.508033,0.508516,196824000
2015-05-21,0.508758,0.510933,0.504407,0.504891,239692000
2015-05-22,0.506099,0.508033,0.502957,0.504166,212592000
2015-05-26,0.501749,0.505132,0.497157,0.501024,259732000
2015-05-27,0.504407,0.530268,0.502715,0.527851,432332000
2015-05-28,0.527851,0.536794,0.526885,0.535102,327656000
2015-05-29,0.535102,0.538486,0.534135,0.534860,335168000
2015-06-01,0.538244,0.546220,0.534860,0.540903,372660000
2015-06-02,0.537519,0.540419,0.529784,0.530268,224304000
2015-06-03,0.531718,0.535827,0.523501,0.524468,250788000
2015-06-04,0.521326,0.535585,0.521326,0.533894,323712000
2015-06-05,0.532201,0.540419,0.526643,0.538002,313320000
2015-06-08,0.536310,0.539936,0.519634,0.525676,342812000
2015-06-09,0.526159,0.532202,0.525193,0.528335,256888000
2015-06-10,0.522051,0.525434,0.516008,0.518909,529460000
2015-06-11,0.518909,0.528093,0.518909,0.524468,283052000
2015-06-12,0.521084,0.524226,0.508999,0.510208,323728000
2015-06-15,0.507549,0.511658,0.503682,0.509241,306548000
2015-06-16,0.508274,0.516250,0.503199,0.515525,256892000
2015-06-17,0.515283,0.524467,0.514075,0.521567,233544000
2015-06-18,0.525918,0.533652,0.524467,0.530268,299404000
2015-06-19,0.530268,0.534619,0.523743,0.528576,355656000
2015-06-22,0.529543,0.532444,0.518426,0.526401,514236000
2015-06-23,0.527368,0.531476,0.508758,0.512866,414064000
2015-06-24,0.512141,0.514800,0.505374,0.507791,253368000
2015-06-25,0.507791,0.514800,0.507791,0.511658,350460000
